tweet_id,p1,p1_dog,p2,p2_dog,p3,p3_dog,retweet_count,favorite_count,timestamp,rating_numerator,rating_denominator,name,device_type,stages
667509364010450944,beagle,True,labrador_retriever,True,golden_retriever,True,2272,7148,2015-11-20 01:06:48+00:00,12.0,10,None,twitter web client,
667517642048163840,italian_greyhound,True,standard_poodle,True,cocker_spaniel,True,203,389,2015-11-20 01:39:42+00:00,8.0,10,Dook,twitter web client,
667524857454854144,hare,False,dhole,False,chesapeake_bay_retriever,True,1198,1798,2015-11-20 02:08:22+00:00,12.0,10,None,twitter web client,
667530908589760512,golden_retriever,True,kuvasz,True,labrador_retriever,True,264,501,2015-11-20 02:32:25+00:00,10.0,10,Naphaniel,twitter web client,
667534815156183040,pembroke,True,cardigan,True,cocker_spaniel,True,576,866,2015-11-20 02:47:56+00:00,8.0,10,Frank,twitter web client,
667538891197542400,yorkshire_terrier,True,silky_terrier,True,australian_terrier,True,72,220,2015-11-20 03:04:08+00:00,9.0,10,None,twitter web client,
667544320556335104,pomeranian,True,pembroke,True,chihuahua,True,568,917,2015-11-20 03:25:43+00:00,10.0,10,Kial,twitter web client,
667546741521195010,toy_poodle,True,miniature_poodle,True,teddy,False,138,355,2015-11-20 03:35:20+00:00,9.0,10,George,twitter web client,
667549055577362432,electric_fan,False,spotlight,False,lampshade,False,2454,6138,2015-11-20 03:44:31+00:00,1.0,10,None,twitter web client,
667724302356258817,ibex,False,bighorn,False,ram,False,341,517,2015-11-20 15:20:54+00:00,7.0,10,None,twitter web client,
667728196545200128,kuvasz,True,golden_retriever,True,labrador_retriever,True,162,398,2015-11-20 15:36:22+00:00,11.0,10,Olive,twitter web client,
667766675769573376,fire_engine,False,tow_truck,False,jeep,False,243,476,2015-11-20 18:09:16+00:00,9.0,10,Calvin,twitter web client,
667773195014021121,west_highland_white_terrier,True,pug,True,ice_bear,False,61,243,2015-11-20 18:35:10+00:00,8.0,10,None,twitter web client,
667782464991965184,lorikeet,False,hummingbird,False,african_grey,False,261,434,2015-11-20 19:12:01+00:00,9.0,10,None,twitter for iphone,
667793409583771648,dalmatian,True,english_setter,True,great_dane,True,358,736,2015-11-20 19:55:30+00:00,8.0,10,None,twitter for iphone,
667801013445750784,flat-coated_retriever,True,chesapeake_bay_retriever,True,curly-coated_retriever,True,101,346,2015-11-20 20:25:43+00:00,12.0,10,None,twitter for iphone,
667806454573760512,toyshop,False,chihuahua,True,brabancon_griffon,True,535,1111,2015-11-20 20:47:20+00:00,10.0,10,Filup,twitter for iphone,
667832474953625600,miniature_pinscher,True,bath_towel,False,chihuahua,True,68,303,2015-11-20 22:30:44+00:00,12.0,10,None,twitter for iphone,
667861340749471744,malamute,True,siberian_husky,True,eskimo_dog,True,86,253,2015-11-21 00:25:26+00:00,9.0,10,None,twitter for iphone,
667866724293877760,jigsaw_puzzle,False,prayer_rug,False,doormat,False,1110,3172,2015-11-21 00:46:50+00:00,10.0,10,Shaggy,twitter for iphone,
667873844930215936,common_iguana,False,frilled_lizard,False,african_chameleon,False,440,667,2015-11-21 01:15:07+00:00,10.0,10,None,twitter for iphone,
667878741721415682,seat_belt,False,miniature_pinscher,True,schipperke,True,127,409,2015-11-21 01:34:35+00:00,2.0,10,Tedrick,twitter for iphone,
667885044254572545,malamute,True,golden_retriever,True,muzzle,False,530,868,2015-11-21 01:59:37+00:00,10.0,10,Stu,twitter for iphone,
667886921285246976,pomeranian,True,pekinese,True,chihuahua,True,1180,2011,2015-11-21 02:07:05+00:00,11.0,10,Erik,twitter for iphone,
667902449697558528,norwegian_elkhound,True,malamute,True,eskimo_dog,True,396,905,2015-11-21 03:08:47+00:00,9.0,10,Cleopatricia,twitter for iphone,
667911425562669056,frilled_lizard,False,ox,False,triceratops,False,329,523,2015-11-21 03:44:27+00:00,5.0,10,None,twitter for iphone,
667915453470232577,leatherback_turtle,False,boxer,True,terrapin,False,59,222,2015-11-21 04:00:28+00:00,10.0,10,Otis,twitter for iphone,
667924896115245057,labrador_retriever,True,hog,False,newfoundland,True,119,318,2015-11-21 04:37:59+00:00,9.0,10,Jiminy,twitter for iphone,
667937095915278337,hamster,False,guinea_pig,False,band_aid,False,866,1356,2015-11-21 05:26:27+00:00,3.0,10,None,twitter for iphone,
668113020489474048,pembroke,True,cardigan,True,collie,True,265,709,2015-11-21 17:05:31+00:00,6.0,10,Alfie,twitter for iphone,
668142349051129856,angora,False,hen,False,wood_rabbit,False,306,592,2015-11-21 19:02:04+00:00,2.0,10,None,twitter for iphone,
668154635664932864,arctic_fox,False,wallaby,False,white_wolf,False,336,522,2015-11-21 19:50:53+00:00,9.0,10,None,twitter for iphone,
668171859951755264,chihuahua,True,cowboy_boot,False,giant_panda,False,208,525,2015-11-21 20:59:20+00:00,7.0,10,None,twitter for iphone,
668190681446379520,blenheim_spaniel,True,cocker_spaniel,True,welsh_springer_spaniel,True,210,696,2015-11-21 22:14:07+00:00,12.0,10,Skittles,twitter for iphone,
668204964695683073,labrador_retriever,True,golden_retriever,True,chesapeake_bay_retriever,True,206,586,2015-11-21 23:10:52+00:00,8.0,10,Ron,twitter for iphone,
668221241640230912,chow,True,golden_retriever,True,labrador_retriever,True,215,537,2015-11-22 00:15:33+00:00,10.0,10,None,twitter for iphone,
668226093875376128,trombone,False,cornet,False,french_horn,False,115,323,2015-11-22 00:34:50+00:00,10.0,10,None,twitter for iphone,
668237644992782336,chow,True,minivan,False,pekinese,True,3100,6614,2015-11-22 01:20:44+00:00,10.0,10,Torque,twitter for iphone,
668248472370458624,chihuahua,True,miniature_pinscher,True,toy_terrier,True,523,1056,2015-11-22 02:03:45+00:00,8.0,10,Bisquick,twitter for iphone,
668256321989451776,canoe,False,paddle,False,pembroke,True,667,1385,2015-11-22 02:34:57+00:00,13.0,10,Jareld,twitter for iphone,
668268907921326080,pembroke,True,cardigan,True,basenji,True,261,592,2015-11-22 03:24:58+00:00,10.0,10,None,twitter for iphone,
668274247790391296,soft-coated_wheaten_terrier,True,lakeland_terrier,True,toy_poodle,True,248,886,2015-11-22 03:46:11+00:00,10.0,10,Sophie,twitter for iphone,
668286279830867968,golden_retriever,True,basset,True,cardigan,True,149,535,2015-11-22 04:33:59+00:00,11.0,10,Rusty,twitter for iphone,
668291999406125056,web_site,False,skunk,False,badger,False,34,264,2015-11-22 04:56:43+00:00,10.0,10,None,twitter for iphone,
668297328638447616,king_penguin,False,ice_bear,False,eskimo_dog,True,319,656,2015-11-22 05:17:54+00:00,9.0,10,None,twitter for iphone,
668466899341221888,shopping_basket,False,hamper,False,bassinet,False,560,936,2015-11-22 16:31:42+00:00,4.0,10,None,twitter for iphone,
668480044826800133,arctic_fox,False,labrador_retriever,True,pug,True,162,491,2015-11-22 17:23:57+00:00,11.0,10,DayZ,twitter for iphone,
668484198282485761,standard_poodle,True,bedlington_terrier,True,afghan_hound,True,253,453,2015-11-22 17:40:27+00:00,9.0,10,None,twitter for iphone,
668496999348633600,staffordshire_bullterrier,True,miniature_pinscher,True,american_staffordshire_terrier,True,146,436,2015-11-22 18:31:19+00:00,8.0,10,Jo,twitter for iphone,
668507509523615744,basenji,True,shetland_sheepdog,True,whippet,True,116,345,2015-11-22 19:13:05+00:00,10.0,10,None,twitter for iphone,
668528771708952576,labrador_retriever,True,kuvasz,True,english_setter,True,242,496,2015-11-22 20:37:34+00:00,12.0,10,Gòrdón,twitter for iphone,
668537837512433665,lakeland_terrier,True,toy_poodle,True,chihuahua,True,79,265,2015-11-22 21:13:35+00:00,8.0,10,Spark,twitter for iphone,
668542336805281792,american_staffordshire_terrier,True,french_bulldog,True,staffordshire_bullterrier,True,231,497,2015-11-22 21:31:28+00:00,10.0,10,None,twitter for iphone,
668544745690562560,bearskin,False,bow,False,panpipe,False,250,561,2015-11-22 21:41:02+00:00,10.0,10,None,twitter for iphone,
668567822092664832,shih-tzu,True,lhasa,True,pekinese,True,62,265,2015-11-22 23:12:44+00:00,11.0,10,Marvin,twitter for iphone,
668614819948453888,bustard,False,pelican,False,crane,False,341,654,2015-11-23 02:19:29+00:00,7.0,10,None,twitter for iphone,
668620235289837568,crash_helmet,False,toaster,False,mouse,False,45,211,2015-11-23 02:41:01+00:00,10.0,10,Kallie,twitter for iphone,
668623201287675904,chihuahua,True,pomeranian,True,titi,False,851,1551,2015-11-23 02:52:48+00:00,10.0,10,Jomathan,twitter for iphone,
668625577880875008,ox,False,groenendael,True,angora,False,140,417,2015-11-23 03:02:14+00:00,10.0,10,Maks,twitter for iphone,
668627278264475648,french_bulldog,True,pug,True,boston_bull,True,123,341,2015-11-23 03:09:00+00:00,9.0,10,Timofy,twitter for iphone,
668631377374486528,miniature_schnauzer,True,australian_terrier,True,silky_terrier,True,349,763,2015-11-23 03:25:17+00:00,5.0,10,Zeek,twitter for iphone,
668633411083464705,pekinese,True,shih-tzu,True,japanese_spaniel,True,1788,3024,2015-11-23 03:33:22+00:00,10.0,10,Churlie,twitter for iphone,
668636665813057536,komondor,True,llama,False,ram,False,528,1114,2015-11-23 03:46:18+00:00,10.0,10,None,twitter for iphone,
668641109086707712,vacuum,False,pug,True,toilet_tissue,False,573,1145,2015-11-23 04:03:57+00:00,10.0,10,Hanz,twitter for iphone,
668643542311546881,common_iguana,False,frilled_lizard,False,sandbar,False,576,939,2015-11-23 04:13:37+00:00,3.0,10,None,twitter for iphone,
668645506898350081,ski_mask,False,knee_pad,False,balance_beam,False,588,962,2015-11-23 04:21:26+00:00,11.0,10,None,twitter for iphone,
668655139528511488,beagle,True,italian_greyhound,True,basenji,True,233,562,2015-11-23 04:59:42+00:00,11.0,10,Winifred,twitter for iphone,
668779399630725120,chesapeake_bay_retriever,True,weimaraner,True,black-footed_ferret,False,409,749,2015-11-23 13:13:28+00:00,10.0,10,Kevon,twitter for iphone,
668815180734689280,redbone,True,italian_greyhound,True,miniature_pinscher,True,291,610,2015-11-23 15:35:39+00:00,7.0,10,None,twitter for iphone,
668826086256599040,malinois,True,irish_terrier,True,rhodesian_ridgeback,True,150,467,2015-11-23 16:18:59+00:00,10.0,10,Banditt,twitter for iphone,
668852170888998912,golden_retriever,True,tibetan_mastiff,True,kuvasz,True,184,479,2015-11-23 18:02:38+00:00,11.0,10,Bobb,twitter for iphone,
668872652652679168,teddy,False,pillow,False,miniature_schnauzer,True,322,566,2015-11-23 19:24:02+00:00,11.0,10,Amélie,twitter for iphone,
668892474547511297,kelpie,True,collie,True,cardigan,True,164,422,2015-11-23 20:42:48+00:00,11.0,10,Ruffles,twitter for iphone,
668902994700836864,brittany_spaniel,True,ibizan_hound,True,blenheim_spaniel,True,107,338,2015-11-23 21:24:36+00:00,11.0,10,Lambeau,twitter for iphone,
668932921458302977,standard_poodle,True,old_english_sheepdog,True,toy_poodle,True,63,284,2015-11-23 23:23:31+00:00,9.0,10,Herald,twitter for iphone,
668955713004314625,cocker_spaniel,True,lakeland_terrier,True,soft-coated_wheaten_terrier,True,77,300,2015-11-24 00:54:05+00:00,10.0,10,None,twitter for iphone,
668960084974809088,shower_curtain,False,chesapeake_bay_retriever,True,bathtub,False,263,757,2015-11-24 01:11:27+00:00,10.0,10,Jaycob,twitter for iphone,
668975677807423489,basset,True,welsh_springer_spaniel,True,saint_bernard,True,641,1386,2015-11-24 02:13:25+00:00,11.0,10,Jeremy,twitter for iphone,
668979806671884288,golden_retriever,True,irish_setter,True,redbone,True,382,842,2015-11-24 02:29:49+00:00,12.0,10,Chaz,twitter for iphone,
668981893510119424,jellyfish,False,coral_reef,False,goldfish,False,340,573,2015-11-24 02:38:07+00:00,4.0,10,None,twitter for iphone,
668986018524233728,doormat,False,chihuahua,True,norfolk_terrier,True,183,578,2015-11-24 02:54:30+00:00,9.0,10,Ruby,twitter for iphone,
668988183816871936,arabian_camel,False,bison,False,llama,False,516,961,2015-11-24 03:03:06+00:00,7.0,10,None,twitter for iphone,
668989615043424256,pug,True,waffle_iron,False,chihuahua,True,356,726,2015-11-24 03:08:48+00:00,3.0,10,Bernie,twitter for iphone,
668992363537309700,lynx,False,tabby,False,koala,False,381,802,2015-11-24 03:19:43+00:00,8.0,10,Harrison,twitter for iphone,
668994913074286592,hog,False,english_springer,True,french_bulldog,True,254,468,2015-11-24 03:29:51+00:00,5.0,10,None,twitter for iphone,
669000397445533696,pembroke,True,cardigan,True,basenji,True,6965,22118,2015-11-24 03:51:38+00:00,11.0,10,Terrance,twitter for iphone,
669006782128353280,chihuahua,True,italian_greyhound,True,pillow,False,269,610,2015-11-24 04:17:01+00:00,12.0,10,Tucker,twitter for iphone,
669015743032369152,comic_book,False,bib,False,jersey,False,403,785,2015-11-24 04:52:37+00:00,10.0,10,None,twitter for iphone,
669037058363662336,chihuahua,True,pomeranian,True,chow,True,336,698,2015-11-24 06:17:19+00:00,10.0,10,None,twitter for iphone,
669203728096960512,pug,True,french_bulldog,True,chihuahua,True,522,1074,2015-11-24 17:19:36+00:00,9.0,10,Samsom,twitter for iphone,
669214165781868544,minivan,False,police_van,False,minibus,False,183,468,2015-11-24 18:01:05+00:00,10.0,10,Jaspers,twitter for iphone,
669216679721873412,golden_retriever,True,irish_setter,True,saluki,True,422,958,2015-11-24 18:11:04+00:00,8.0,10,Clarq,twitter for iphone,
669324657376567296,seashore,False,cardigan,True,sandbar,False,223,525,2015-11-25 01:20:08+00:00,11.0,10,Ralf,twitter for iphone,
669327207240699904,golden_retriever,True,labrador_retriever,True,kuvasz,True,127,610,2015-11-25 01:30:16+00:00,13.0,10,None,twitter for iphone,
669328503091937280,siberian_husky,True,eskimo_dog,True,malamute,True,452,1081,2015-11-25 01:35:25+00:00,12.0,10,Kirk,twitter for iphone,
669351434509529089,cuirass,False,breastplate,False,bulletproof_vest,False,207,474,2015-11-25 03:06:32+00:00,10.0,10,Sully,twitter for iphone,
669353438988365824,teddy,False,pembroke,True,chow,True,281,687,2015-11-25 03:14:30+00:00,10.0,10,Tessa,twitter for iphone,
669354382627049472,chihuahua,True,french_bulldog,True,pekinese,True,1390,2889,2015-11-25 03:18:15+00:00,8.0,10,Dug,twitter for iphone,
669359674819481600,labrador_retriever,True,german_short-haired_pointer,True,chesapeake_bay_retriever,True,134,390,2015-11-25 03:39:17+00:00,11.0,10,Saydee,twitter for iphone,
669363888236994561,golden_retriever,True,irish_setter,True,cocker_spaniel,True,252,669,2015-11-25 03:56:01+00:00,10.0,10,None,twitter for iphone,
669367896104181761,basset,True,beagle,True,welsh_springer_spaniel,True,172,485,2015-11-25 04:11:57+00:00,10.0,10,Chip,twitter for iphone,
669371483794317312,brabancon_griffon,True,miniature_pinscher,True,redbone,True,196,524,2015-11-25 04:26:12+00:00,10.0,10,Oliviér,twitter for iphone,
669375718304980992,airedale,True,norfolk_terrier,True,lakeland_terrier,True,792,1425,2015-11-25 04:43:02+00:00,6.0,10,Billl,twitter for iphone,
669393256313184256,cocker_spaniel,True,blenheim_spaniel,True,toy_poodle,True,83,383,2015-11-25 05:52:43+00:00,10.0,10,Ronduh,twitter for iphone,
669564461267722241,toy_poodle,True,miniature_poodle,True,standard_poodle,True,133,413,2015-11-25 17:13:02+00:00,10.0,10,None,twitter for iphone,
669567591774625800,chihuahua,True,toy_terrier,True,miniature_pinscher,True,61,248,2015-11-25 17:25:28+00:00,9.0,10,Kollin,twitter for iphone,
669571471778410496,minivan,False,pickup,False,beach_wagon,False,1085,1684,2015-11-25 17:40:53+00:00,7.0,10,Keith,twitter for iphone,
